15,1,9,4.692016312,2,,,,,,,,,
28,1,9,4.071266378,2,,,,,,,,,
61,1,9,3.617253352,2,,,,,,,,,
54,1,9,1.728077591,2,,,,,,,,,
80,1,79,-1.162309336,2,,,,,,,,,
72,2,79,5,-2.234797802,-2.025453019,2,2,,,,,,
86,1,79,-3.512833918,2,,,,,,,,,
94,1,79,-3.735111419,2,,,,,,,,,
46,1,18,1.642686774,2,,,,,,,,,
89,1,79,-1.186768063,2,,,,,,,,,
95,1,79,-2.026948383,2,,,,,,,,,
92,1,79,-4.937890332,2,,,,,,,,,
63,2,79,18,3.905898989,4.592004754,2,2,,,,,,
47,2,79,18,4.082870634,2.223035659,2,2,,,,,,
56,2,79,18,3.967178943,3.100394108,2,2,,,,,,
64,2,79,18,4.597413579,2.563040663,2,2,,,,,,
39,2,79,18,2.591637288,1.001027677,2,2,,,,,,
45,2,9,62,-4.846066655,-4.610872672,2,2,,,,,,
38,2,9,62,-1.779627108,-4.45010881,2,2,,,,,,
62,1,9,-1.094612467,2,,,,,,,,,
41,2,9,62,-4.461003751,-2.312068216,2,2,,,,,,
27,1,5,3.446404275,2,,,,,,,,,
85,2,79,1,-1.773494195,4.523540244,2,2,,,,,,
49,1,9,4.967531406,2,,,,,,,,,
19,1,18,4.02466861,2,,,,,,,,,
22,1,18,3.000961614,2,,,,,,,,,
74,1,18,4.453057009,2,,,,,,,,,
24,1,18,3.742418126,2,,,,,,,,,
20,1,18,4.62156638,2,,,,,,,,,
33,1,18,3.367202626,2,,,,,,,,,
99,2,9,90,-4.665528198,-2.12774133,2,2,,,,,,
93,2,9,90,-1.945269644,-3.701073278,2,2,,,,,,
21,2,9,90,-1.542939679,-2.845262897,2,2,,,,,,
81,2,9,90,-1.324999307,-3.862225058,2,2,,,,,,
11,3,9,90,5,-1.606705085,-2.082308941,1.347799354,2,2,2,,,
3,1,1,-2.766817165,2,,,,,,,,,
88,1,1,-3.765970792,2,,,,,,,,,
83,2,79,18,-3.986790823,4.997211232,2,2,,,,,,
76,2,79,18,-1.533684017,2.030288737,2,2,,,,,,
69,1,9,-3.733331537,2,,,,,,,,,
71,1,9,-4.298110923,2,,,,,,,,,
14,1,9,-2.51756678,2,,,,,,,,,
40,1,9,-4.597904595,2,,,,,,,,,
66,1,9,-3.592774708,2,,,,,,,,,
34,1,9,-2.345334033,2,,,,,,,,,
51,1,9,-3.33921503,2,,,,,,,,,
23,1,9,4.442560031,2,,,,,,,,,
84,2,9,97,-3.302328843,-3.359668259,2,2,,,,,,
55,2,9,97,-3.674556372,-2.035011453,2,2,,,,,,
97,1,9,-3.772191875,2,,,,,,,,,
44,1,5,3.392856428,2,,,,,,,,,
75,1,5,2.629562003,2,,,,,,,,,
2,2,77,1,-1.132271631,-3.621022904,2,2,,,,,,
77,1,1,-2.720896665,2,,,,,,,,,
87,1,5,1.657944163,2,,,,,,,,,
35,1,5,-2.606608965,2,,,,,,,,,
60,1,18,3.93355665,2,,,,,,,,,
31,1,18,2.129407735,2,,,,,,,,,
98,1,18,1.751482565,2,,,,,,,,,
50,1,18,3.508652228,2,,,,,,,,,
57,1,5,1.013834138,2,,,,,,,,,
73,1,5,2.547489895,2,,,,,,,,,
58,1,9,-3.865229912,2,,,,,,,,,
48,1,9,-2.355750338,2,,,,,,,,,
16,1,9,-2.433566744,2,,,,,,,,,
96,1,9,-1.069236053,2,,,,,,,,,
37,1,9,-2.75872732,2,,,,,,,,,
91,1,9,-4.405742624,2,,,,,,,,,
68,1,9,-4.317530628,2,,,,,,,,,
52,1,9,-1.747064242,2,,,,,,,,,
12,1,9,-3.061478506,2,,,,,,,,,
65,1,9,-2.981099851,2,,,,,,,,,
59,1,5,1.512440714,2,,,,,,,,,
0,4,9,18,5,1,2.320349951,4.07612735,3.886861121,-1.353671671,2,2,2,2
7,4,9,18,5,1,2.341816712,2.244462417,3.304736025,-2.528807919,2,2,2,2
53,4,9,18,5,1,3.374131076,1.151122736,4.242986374,-2.812904096,2,2,2,2
36,4,9,18,5,1,4.578345232,1.334220078,3.700332498,-2.288651743,2,2,2,2
8,4,9,18,5,1,2.183782,2.868746584,3.15957909,-1.56569301,2,2,2,2
6,4,9,18,5,1,3.243900398,2.502885908,2.773154119,-3.7332772,2,2,2,2
4,4,9,18,5,1,3.803315992,3.196400269,4.083049188,-4.354032868,2,2,2,2
67,1,5,-1.129529214,2,,,,,,,,,
43,1,9,-1.197781881,2,,,,,,,,,
78,2,9,82,1.175064737,-2.989577634,2,2,,,,,,
82,1,5,-3.933794976,2,,,,,,,,,
17,1,9,-1.223410762,2,,,,,,,,,
70,1,9,2.980790226,2,,,,,,,,,
29,1,5,4.831220182,2,,,,,,,,,
10,1,9,-3.184106448,2,,,,,,,,,
25,1,18,4.56987772,2,,,,,,,,,
32,1,18,1.960970806,2,,,,,,,,,
42,1,18,3.82057944,2,,,,,,,,,
26,1,18,3.534371267,2,,,,,,,,,
30,1,18,3.224043293,2,,,,,,,,,
13,1,5,3.929953274,2,,,,,,,,,
